============================================================
KEY 0x0000000267774671
  hit=7ff619c7f008 pointer_at=7ff619c7f000 target=7ff618aac0c0 function=FUN_7ff618aac0c0@7ff618aac0c0
FUNCTION FUN_7ff618dcf9f0@7ff618dcf9f0 size=320

undefined8 FUN_7ff618dcf9f0(uint *param_1,undefined4 *param_2,undefined4 *param_3)

{
  uint uVar1;
  longlong lVar2;
  undefined8 uVar3;
  int *piVar4;
  undefined4 *puVar5;
  undefined *puVar6;
  longlong lVar7;
  undefined8 uStackX_8;
  undefined1 auStackX_10 [8];
  undefined1 auStackX_18 [8];
  undefined4 auStack_38 [2];
  undefined8 uStack_30;
  undefined4 auStack_28 [2];
  undefined8 uStack_20;
  
  uVar1 = (int)*param_1 >> 0xd;
  lVar7 = (((ulonglong)uVar1 | 0xffc0000) >> 0x12 & (ulonglong)(uVar1 & 0xffff)) * 0x40 +
          *DAT_7ff61a4a9c70;
  lVar2 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar7 + 0x30)) + *(longlong *)(lVar7 + 8);
  auStack_38[0] = *param_3;
  uStack_30 = *(undefined8 *)(param_3 + 2);
  lVar2 = (*(longlong *)(param_1 + 2) -
          ((longlong)*(int *)(lVar7 + 0x34) & *(ulonglong *)(lVar2 + 8))) + lVar2;
  uVar3 = FUN_7ff618516340(auStack_38,*(undefined4 *)PTR_DAT_7ff61a011020);
  uStack_20 = *(undefined8 *)(param_2 + 2);
  auStack_28[0] = *param_2;
  lVar7 = FUN_7ff618516350(auStack_28,*(undefined4 *)PTR_DAT_7ff61a101d78);
  piVar4 = (int *)FUN_7ff61851df90(uVar3,&uStackX_8);
  puVar6 = PTR_DAT_7ff61a02a9c0;
  if (*piVar4 != -1) {
    puVar5 = (undefined4 *)FUN_7ff61851df90(uVar3,auStackX_10);
    puVar6 = (undefined *)FUN_7ff618bef400(*puVar5);
  }
  puVar5 = (undefined4 *)FUN_7ff618d4fb00(puVar6,auStackX_18);
  FUN_7ff6183c1c90(param_1 + 0xc,*puVar5);
  if (lVar7 != 0) {
    FUN_7ff6183c1c90(&uStackX_8,*(undefined4 *)(lVar7 + 0x10));
    *(undefined8 *)(param_1 + 0xe) = uStackX_8;
  }
  FUN_7ff6183c2310(param_1 + 0xe,&uStackX_8);
  param_1[0x11] = *(uint *)(lVar2 + 0xa4);
  uVar1 = *(uint *)(lVar2 + 0xa8);
  param_1[0x12] = uVar1;
  return CONCAT71((uint7)(uint3)(uVar1 >> 8),1);
}


============================================================
FUNCTION FUN_7ff618d30f10@7ff618d30f10 size=186

ulonglong FUN_7ff618d30f10(longlong param_1,undefined8 param_2,undefined4 *param_3)

{
  uint uVar1;
  uint *puVar2;
  longlong lVar3;
  undefined4 *puVar4;
  longlong lVar5;
  undefined1 auStackX_18 [16];
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  FUN_7ff618d21080();
  uStack_10 = *(undefined8 *)(param_3 + 2);
  auStack_18[0] = *param_3;
  puVar2 = (uint *)FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a011020);
  if (puVar2[0xc] == 0xffffffff) {
    puVar2 = (uint *)FUN_7ff6183bb490(&DAT_7ff61a02a550,auStackX_18);
    uVar1 = *puVar2;
    *(uint *)(param_1 + 0x30) = uVar1;
    if (uVar1 != 0xffffffff) {
      lVar5 = (((ulonglong)(uint)((int)uVar1 >> 0xd) | 0xffc0000) >> 0x12 &
              (ulonglong)((int)uVar1 >> 0xd & 0xffff)) * 0x40 + *DAT_7ff61a4a9c70;
      lVar3 = (ulonglong)((uVar1 & 0x1fff) * *(int *)(lVar5 + 0x30)) + *(longlong *)(lVar5 + 8);
      puVar4 = (undefined4 *)
               (lVar3 - ((longlong)*(int *)(lVar5 + 0x34) & *(ulonglong *)(lVar3 + 8)));
      *puVar4 = *(undefined4 *)(param_1 + 0x24);
      return CONCAT71((int7)((ulonglong)puVar4 >> 8),1);
    }
  }
  return (ulonglong)puVar2 & 0xffffffffffffff00;
}


============================================================
FUNCTION FUN_7ff618c11450@7ff618c11450 size=255

undefined8 FUN_7ff618c11450(uint *param_1,int *param_2)

{
  int iVar1;
  longlong lVar2;
  ulonglong uVar3;
  uint uVar4;
  longlong lVar5;
  undefined8 *puVar6;
  longlong lVar7;
  undefined1 auStackX_8 [8];
  int aiStack_18 [2];
  undefined8 uStack_10;
  
  uVar4 = (int)*param_1 >> 0xd;
  lVar2 = *(longlong *)(param_1 + 2);
  lVar7 = (((ulonglong)uVar4 | 0xffc0000) >> 0x12 & (ulonglong)(uVar4 & 0xffff)) * 0x40 +
          *DAT_7ff61a4a9c70;
  iVar1 = *(int *)(lVar7 + 0x34);
  lVar7 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar7 + 0x30)) + *(longlong *)(lVar7 + 8);
  uVar3 = *(ulonglong *)(lVar7 + 8);
  if (*param_2 == 0) {
    lVar5 = 0;
  }
  else {
    uStack_10 = *(undefined8 *)(param_2 + 2);
    aiStack_18[0] = *param_2;
    lVar5 = FUN_7ff618516340(aiStack_18,*(undefined4 *)PTR_DAT_7ff61a1013d0);
  }
  *(undefined1 *)(param_1 + 0x4c) =
       *(undefined1 *)((lVar2 - ((longlong)iVar1 & uVar3)) + lVar7 + 600);
  *(undefined2 *)((longlong)param_1 + 0x131) = 0;
  puVar6 = (undefined8 *)FUN_7ff618bbcc10(auStackX_8);
  *(undefined8 *)(param_1 + 0x4e) = *puVar6;
  param_1[0x52] = 0;
  if (lVar5 != 0) {
    *(undefined8 *)(param_1 + 0x4e) = *(undefined8 *)(lVar5 + 0x10);
    param_1[0x52] = *(uint *)(lVar5 + 0x18);
  }
  *(undefined8 *)(param_1 + 0x50) = *(undefined8 *)(param_1 + 0x4e);
  return CONCAT71((int7)((ulonglong)*(undefined8 *)(param_1 + 0x4e) >> 8),1);
}


============================================================
FUNCTION FUN_7ff618e65070@7ff618e65070 size=525

undefined8 FUN_7ff618e65070(uint *param_1,int *param_2)

{
  uint uVar1;
  longlong lVar2;
  undefined1 *puVar3;
  undefined1 *puVar4;
  uint *puVar5;
  char *pcVar6;
  undefined1 *puVar7;
  longlong lVar8;
  undefined1 auStackX_8 [8];
  int aiStack_28 [2];
  undefined8 uStack_20;
  
  param_1[0x1c] = 0xffffffff;
  puVar4 = (undefined1 *)0x0;
  if (*param_2 != 0) {
    uStack_20 = *(undefined8 *)(param_2 + 2);
    uVar1 = param_1[9];
    aiStack_28[0] = *param_2;
    lVar2 = FUN_7ff618516340(aiStack_28,*(undefined4 *)PTR_DAT_7ff61a102700);
    if ((((lVar2 != 0) && (*(longlong *)(lVar2 + 0x10) != 0)) &&
        (pcVar6 = (char *)(lVar2 + 0x10 + *(longlong *)(lVar2 + 0x10)), pcVar6 != (char *)0x0)) &&
       (*pcVar6 != '\0')) {
      puVar3 = puVar4;
      if (*(longlong *)(lVar2 + 0x10) != 0) {
        puVar3 = (undefined1 *)(lVar2 + 0x10 + *(longlong *)(lVar2 + 0x10));
      }
      puVar7 = &DAT_7ff619c0e549;
      if (puVar3 != (undefined1 *)0x0) {
        puVar7 = puVar3;
      }
      FUN_7ff618368700(param_1 + 0xc,puVar7,0x40);
      if (*(longlong *)(lVar2 + 0x10) != 0) {
        puVar4 = (undefined1 *)(lVar2 + 0x10 + *(longlong *)(lVar2 + 0x10));
      }
      puVar3 = &DAT_7ff619c0e549;
      if (puVar4 != (undefined1 *)0x0) {
        puVar3 = puVar4;
      }
      puVar5 = (uint *)FUN_7ff618f4d8f0(auStackX_8,uVar1,puVar3);
      param_1[0x1c] = *puVar5;
    }
  }
  *(undefined1 *)(param_1 + 0x1d) = 0;
  param_1[0x261] = 0xffffffff;
  param_1[0x262] = 0xffffffff;
  param_1[0x25d] = 0;
  param_1[0x25e] = 0;
  param_1[0x25f] = 0xffffffff;
  param_1[0x260] = 0xffffffff;
  FUN_7ff618fc0ac0(param_1 + 0x264);
  param_1[0x274] = 0xff7fffff;
  param_1[0x28] = 0x3f800000;
  param_1[0x2b] = 0x3f800000;
  param_1[0x1a8] = 0;
  param_1[0x1ab] = 0;
  param_1[0xdc] = 0;
  param_1[0xdf] = 0;
  param_1[0x254] = 0xffffffff;
  param_1[0x255] = 0xffffffff;
  param_1[0x256] = 0xffffffff;
  param_1[599] = 0xffffffff;
  param_1[600] = 0xffffffff;
  param_1[0x259] = 0xffffffff;
  *(undefined1 *)((longlong)param_1 + 0x75) = 0;
  uVar1 = (int)*param_1 >> 0xd;
  lVar8 = (ulonglong)(((uVar1 >> 0x12 | 0x3ff) & uVar1 & 0xffff) << 6) + *DAT_7ff61a4a9c70;
  lVar2 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar8 + 0x30)) + *(longlong *)(lVar8 + 8);
  lVar8 = (*(longlong *)(param_1 + 2) -
          ((longlong)*(int *)(lVar8 + 0x34) & *(ulonglong *)(lVar2 + 8))) + lVar2;
  *(bool *)(param_1 + 0xa4) =
       *(float *)(lVar8 + 0x398) <= (float)param_1[0x28] &&
       (float)param_1[0x28] != *(float *)(lVar8 + 0x398);
  *(bool *)(param_1 + 0x224) =
       *(float *)(lVar8 + 0x730) <= (float)param_1[0x1a8] &&
       (float)param_1[0x1a8] != *(float *)(lVar8 + 0x730);
  *(bool *)(param_1 + 0x158) =
       *(float *)(lVar8 + 0x548) <= (float)param_1[0xdc] &&
       (float)param_1[0xdc] != *(float *)(lVar8 + 0x548);
  return CONCAT71((int7)((ulonglong)lVar2 >> 8),1);
}


============================================================
FUNCTION FUN_7ff618c34aa0@7ff618c34aa0 size=673

/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */

bool FUN_7ff618c34aa0(longlong param_1,undefined4 *param_2,undefined4 *param_3)

{
  int iVar1;
  int iVar2;
  uint uVar3;
  uint uVar4;
  uint uVar5;
  undefined1 auVar6 [16];
  longlong lVar7;
  longlong lVar8;
  longlong lVar9;
  undefined8 *puVar10;
  ulonglong uVar11;
  undefined4 *puVar12;
  ulonglong uVar13;
  uint uVar14;
  ulonglong uVar15;
  undefined1 auVar16 [16];
  undefined4 auStack_38 [2];
  undefined8 uStack_30;
  undefined4 auStack_28 [2];
  undefined8 uStack_20;
  
  auStack_38[0] = *param_3;
  uStack_30 = *(undefined8 *)(param_3 + 2);
  lVar7 = FUN_7ff618516340(auStack_38,*(undefined4 *)PTR_DAT_7ff61a011020);
  uStack_20 = *(undefined8 *)(param_2 + 2);
  auStack_28[0] = *param_2;
  lVar8 = FUN_7ff618516350(auStack_28,*(undefined4 *)PTR_DAT_7ff61a101fb0);
  FUN_7ff6185161c0(param_1 + 0x940);
  *(undefined4 *)(param_1 + 0x430) = 5;
  FUN_7ff618c2db80(param_1 + 0xb0);
  *(undefined1 *)(param_1 + 0xac7) = 3;
  uVar13 = 0;
  *(undefined1 *)(param_1 + 0xacb) = 0;
  *(undefined1 *)(param_1 + 0x410) = 0;
  auVar16._0_4_ = _DAT_7ff619c0e490 & 0x3f800000 & _DAT_7ff619c0e420;
  auVar16._4_4_ = uRam00007ff619c0e494 & 0x3f800000 & uRam00007ff619c0e424;
  auVar16._8_4_ = uRam00007ff619c0e498 & 0x3f800000 & uRam00007ff619c0e428;
  auVar16._12_4_ = uRam00007ff619c0e49c & 0x3f800000 & uRam00007ff619c0e42c;
  uVar14 = ~_DAT_7ff619c0e420;
  uVar3 = ~uRam00007ff619c0e424;
  uVar4 = ~uRam00007ff619c0e428;
  uVar5 = ~uRam00007ff619c0e42c;
  *(undefined4 *)(param_1 + 0xac0) = 0;
  auVar6._8_4_ = uVar4 & 0x3f800000;
  auVar6._0_8_ = CONCAT44(uVar3,uVar14) & 0x3f8000003f800000;
  auVar6._12_4_ = uVar5 & 0x3f800000;
  *(undefined1 *)(param_1 + 0xac4) = 0;
  *(undefined1 (*) [16])(param_1 + 0x420) = auVar16 | auVar6;
  *(undefined1 *)(param_1 + 0x978) = 0;
  uVar11 = uVar13;
  uVar15 = uVar13;
  if (0 < *(longlong *)(param_1 + 0x6c0)) {
    do {
      uVar14 = (int)uVar15 + 1;
      lVar9 = *(longlong *)(param_1 + 0x6c8) + param_1;
      *(undefined8 *)(uVar11 * 0xb0 + 0x778 + lVar9) = 0xffffffffffffffff;
      *(undefined8 *)(uVar11 * 0xb0 + 0x780 + lVar9) = 0xffffffffffffffff;
      uVar11 = (longlong)(int)uVar14;
      uVar15 = (ulonglong)uVar14;
    } while ((longlong)(int)uVar14 < *(longlong *)(param_1 + 0x6c0));
  }
  *(undefined4 *)(param_1 + 0x8a0) = 0xffffffff;
  *(undefined1 *)(param_1 + 0x8a4) = 0;
  *(undefined4 *)(param_1 + 0x8ac) = 0xffffffff;
  FUN_7ff6198ee862(param_1 + 0x250,0);
  *(undefined4 *)(param_1 + 0x3f4) = 0xffffffff;
  FUN_7ff618c2db80(param_1 + 0x250);
  *(undefined1 *)(param_1 + 0x400) = 3;
  puVar12 = (undefined4 *)(param_1 + 0xa5c);
  *(undefined1 *)(param_1 + 0xace) = 0;
  puVar10 = (undefined8 *)(param_1 + 0x97c);
  *(undefined8 *)(param_1 + 0x968) = 0xffffffffffffffff;
  lVar9 = 2;
  *(undefined1 *)(param_1 + 0x970) = 0;
  *(undefined1 *)(param_1 + 0xaa0) = 0xff;
  do {
    if (((ulonglong)puVar10 & 3) == 0) {
      *puVar10 = 0;
    }
    else {
      *puVar10 = 0;
    }
    *(undefined4 *)puVar10 = 0xffffffff;
    *(undefined1 *)((longlong)puVar10 + 4) = 0xff;
    puVar10 = puVar10 + 1;
    *puVar12 = 0xffffffff;
    puVar12 = puVar12 + 1;
    lVar9 = lVar9 + -1;
  } while (lVar9 != 0);
  iVar1 = *(int *)(lVar7 + 0x30);
  uVar11 = uVar13;
  if (0 < *(longlong *)(param_1 + 0xa80)) {
    do {
      uVar14 = (int)uVar11 + 1;
      *(undefined4 *)((uVar13 + 1) * 0xb0 + 0xa88 + *(longlong *)(param_1 + 0xa88) + param_1) =
           *(undefined4 *)(param_1 + 0x24);
      uVar13 = (ulonglong)(int)uVar14;
      uVar11 = (ulonglong)uVar14;
    } while ((longlong)uVar13 < *(longlong *)(param_1 + 0xa80));
  }
  if (((*(byte *)(lVar7 + 0x68) & 8) != 0) || ((lVar8 != 0 && (*(char *)(lVar8 + 0x10) != '\0')))) {
    *(undefined1 *)(param_1 + 0xaca) = 1;
  }
  lVar7 = FUN_7ff618c33830();
  iVar2 = *(int *)(lVar7 + 0xc64);
  if (iVar2 < 0x200) {
    *(int *)(lVar7 + 0xc64) = iVar2 + 1;
  }
  if (*(longlong *)(param_1 + 0xa68) != 0) {
    FUN_7ff618f4eea0(*(longlong *)(param_1 + 0xa68) + 0xa68 + param_1);
  }
  return iVar1 == -1 && iVar2 < 0x200;
}


============================================================
FUNCTION FUN_7ff618d60ab0@7ff618d60ab0 size=689

undefined1 FUN_7ff618d60ab0(longlong param_1,undefined4 *param_2,undefined4 *param_3)

{
  char *pcVar1;
  uint uVar2;
  char cVar3;
  undefined8 uVar4;
  longlong lVar5;
  longlong lVar6;
  longlong lVar7;
  longlong lVar8;
  undefined1 uVar9;
  undefined1 uVar10;
  uint uStackX_10;
  undefined4 uStackX_14;
  undefined4 auStack_68 [2];
  undefined8 uStack_60;
  undefined4 auStack_58 [2];
  undefined8 uStack_50;
  undefined1 auStack_48 [24];
  uint uStack_30;
  longlong lStack_28;
  
  auStack_68[0] = *param_3;
  uStack_60 = *(undefined8 *)(param_3 + 2);
  uVar4 = FUN_7ff618516340(auStack_68,*(undefined4 *)PTR_DAT_7ff61a011020);
  uStack_50 = *(undefined8 *)(param_2 + 2);
  auStack_58[0] = *param_2;
  lVar5 = FUN_7ff618516350(auStack_58,*(undefined4 *)PTR_DAT_7ff61a103200);
  uVar9 = 1;
  if (lVar5 != 0) {
    *(undefined8 *)(param_1 + 0x30) = 0xffffffffffffffff;
    if (*(int *)(lVar5 + 0x10) != -1) {
      FUN_7ff6183c1c90(&uStackX_10);
      *(ulonglong *)(param_1 + 0x30) = CONCAT44(uStackX_14,uStackX_10);
    }
    *(undefined8 *)(param_1 + 0x38) = 0xffffffffffffffff;
    *(undefined8 *)(param_1 + 0x1e0) = 0xffffffffffffffff;
    if (*(int *)(lVar5 + 0x14) != -1) {
      FUN_7ff6183c1c90(&uStackX_10);
      *(ulonglong *)(param_1 + 0x1e0) = CONCAT44(uStackX_14,uStackX_10);
    }
    *(undefined4 *)(param_1 + 0x60) = *(undefined4 *)(lVar5 + 0x18);
    *(undefined1 *)(param_1 + 100) = *(undefined1 *)(lVar5 + 0x20);
    *(undefined1 *)(param_1 + 0x65) = 0;
    if (*(uint *)(lVar5 + 0x1c) != 0xffffffff) {
      lVar8 = (ulonglong)((*(uint *)(lVar5 + 0x1c) & 0x1fff) * DAT_7ff61a02aa70) + DAT_7ff61a02aa68;
      FUN_7ff6183c1c90(&uStackX_10);
      *(ulonglong *)(param_1 + 0x1e8) = CONCAT44(uStackX_14,uStackX_10);
      pcVar1 = (char *)(lVar8 + 0x65);
      *pcVar1 = *pcVar1 + '\x01';
    }
    cVar3 = FUN_7ff61846d750(uVar4);
    if ((cVar3 != '\0') && (uVar9 = 1, '\x06' < *(char *)(param_1 + 100))) {
      uVar9 = 0;
    }
    if ((*(int *)(lVar5 + 0x1c) == -1) && (*(int *)(lVar5 + 0x10) == -1)) {
      uVar9 = 0;
    }
  }
  cVar3 = FUN_7ff61851e840(uVar4);
  if (cVar3 != '\0') {
    FUN_7ff61851dfa0(uVar4,&uStackX_10);
    lVar5 = (ulonglong)((uStackX_10 & 0x1fff) * DAT_7ff61a003430) + DAT_7ff61a003428;
    cVar3 = FUN_7ff6185c7470(lVar5,*(undefined4 *)PTR_DAT_7ff61a1031f0,auStack_48,0);
    if (cVar3 != '\0') {
      lVar8 = *DAT_7ff61a4a9c70;
      lVar7 = (((ulonglong)(uint)((int)uStack_30 >> 0xd) | 0xffc0000) >> 0x12 &
              (ulonglong)((int)uStack_30 >> 0xd & 0xffff)) * 0x40;
      lVar6 = (ulonglong)((uStack_30 & 0x1fff) * *(int *)(lVar7 + 0x30 + lVar8)) +
              *(longlong *)(lVar7 + 8 + lVar8);
      uVar2 = *(uint *)((lStack_28 -
                        ((longlong)*(int *)(lVar7 + 0x34 + lVar8) & *(ulonglong *)(lVar6 + 8))) +
                        0x24 + lVar6);
      if (uVar2 != 0xffffffff) {
        lVar6 = (((ulonglong)(uint)((int)uVar2 >> 0xd) | 0xffc0000) >> 0x12 &
                (ulonglong)((int)uVar2 >> 0xd & 0xffff)) * 0x40;
        lVar5 = (ulonglong)((uVar2 & 0x1fff) * *(int *)(lVar6 + 0x30 + lVar8)) +
                *(longlong *)(lVar6 + 8 + lVar8);
        *(undefined1 *)(param_1 + 0x66) =
             *(undefined1 *)
              ((lVar5 - ((longlong)*(int *)(lVar6 + 0x34 + lVar8) & *(ulonglong *)(lVar5 + 8))) +
              0x66);
        return uVar9;
      }
    }
    uVar10 = 0;
    if ((*(uint *)(&DAT_7ff61a72e0e0 + (ulonglong)((uStackX_10 & 0x1fff) >> 5) * 4) >>
         (uStackX_10 & 0x1f) & 1) != 0) {
      uVar4 = FUN_7ff6185c8120(lVar5);
      cVar3 = FUN_7ff619554720(uVar4);
      uVar10 = 0;
      if (cVar3 != '\0') {
        uVar10 = 1;
      }
    }
    *(undefined1 *)(param_1 + 0x66) = uVar10;
  }
  return uVar9;
}


============================================================
FUNCTION FUN_7ff618d60e50@7ff618d60e50 size=363

undefined8 FUN_7ff618d60e50(longlong param_1,undefined8 param_2,undefined4 *param_3)

{
  char cVar1;
  undefined8 uVar2;
  longlong lVar3;
  longlong lVar4;
  uint uVar5;
  undefined4 auStackX_8 [2];
  uint auStackX_18 [2];
  undefined8 uStackX_20;
  undefined4 auStack_48 [2];
  undefined8 uStack_40;
  undefined1 auStack_38 [24];
  uint uStack_20;
  longlong lStack_18;
  
  *(undefined2 *)(param_1 + 0x30) = 0;
  *(undefined4 *)(param_1 + 0x3c) = 0xffffffff;
  auStack_48[0] = *param_3;
  uStack_40 = *(undefined8 *)(param_3 + 2);
  uVar2 = FUN_7ff618516340(auStack_48,*(undefined4 *)PTR_DAT_7ff61a011020);
  cVar1 = FUN_7ff61851e840(uVar2);
  if (cVar1 != '\0') {
    FUN_7ff61851df90(uVar2,auStackX_8);
    FUN_7ff618603e80(auStackX_18,auStackX_8[0]);
    uVar5 = 0xffffffff;
    cVar1 = FUN_7ff6185c7470((ulonglong)((auStackX_18[0] & 0x1fff) * DAT_7ff61a003430) +
                             DAT_7ff61a003428,*(undefined4 *)PTR_DAT_7ff61a103290,auStack_38,0);
    if (cVar1 != '\0') {
      lVar4 = (((ulonglong)(uint)((int)uStack_20 >> 0xd) | 0xffc0000) >> 0x12 &
              (ulonglong)((int)uStack_20 >> 0xd & 0xffff)) * 0x40 + *DAT_7ff61a4a9c70;
      lVar3 = (ulonglong)((uStack_20 & 0x1fff) * *(int *)(lVar4 + 0x30)) + *(longlong *)(lVar4 + 8);
      uVar5 = *(uint *)((lStack_18 - ((longlong)*(int *)(lVar4 + 0x34) & *(ulonglong *)(lVar3 + 8)))
                        + 0x24 + lVar3);
    }
    FUN_7ff6183c1c90(&uStackX_20,uVar5);
    *(undefined8 *)(param_1 + 0x34) = uStackX_20;
    if (uVar5 != 0xffffffff) {
      lVar4 = (((ulonglong)(uint)((int)uVar5 >> 0xd) | 0xffc0000) >> 0x12 &
              (ulonglong)((int)uVar5 >> 0xd & 0xffff)) * 0x40 + *DAT_7ff61a4a9c70;
      lVar3 = (ulonglong)((uVar5 & 0x1fff) * *(int *)(lVar4 + 0x30)) + *(longlong *)(lVar4 + 8);
      FUN_7ff618d52180(lVar3 - ((longlong)*(int *)(lVar4 + 0x34) & *(ulonglong *)(lVar3 + 8)),
                       *(undefined4 *)(param_1 + 0x24));
    }
  }
  return 1;
}


============================================================
FUNCTION FUN_7ff618d10450@7ff618d10450 size=64

undefined8 FUN_7ff618d10450(longlong param_1,undefined8 param_2,undefined4 *param_3)

{
  undefined1 uVar1;
  undefined8 uVar2;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_3;
  uStack_10 = *(undefined8 *)(param_3 + 2);
  uVar2 = FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a011020);
  uVar1 = FUN_7ff61846d750(uVar2);
  *(undefined1 *)(param_1 + 0x20) = uVar1;
  return 1;
}


============================================================
FUNCTION FUN_7ff618d61050@7ff618d61050 size=97

undefined8 FUN_7ff618d61050(longlong param_1,undefined8 param_2,undefined4 *param_3)

{
  undefined8 uVar1;
  undefined4 *puVar2;
  undefined1 auStackX_8 [16];
  undefined8 auStackX_18 [2];
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_3;
  uStack_10 = *(undefined8 *)(param_3 + 2);
  uVar1 = FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a011020);
  puVar2 = (undefined4 *)FUN_7ff61851dfa0(uVar1,auStackX_8);
  FUN_7ff6183c1c90(auStackX_18,*puVar2);
  *(undefined8 *)(param_1 + 0x290) = auStackX_18[0];
  *(undefined1 *)(param_1 + 0x2b8) = 0xff;
  return 1;
}


============================================================
FUNCTION FUN_7ff618c349a0@7ff618c349a0 size=193

undefined8 FUN_7ff618c349a0(longlong param_1,int *param_2)

{
  char cVar1;
  longlong lVar2;
  int aiStack_18 [2];
  undefined8 uStack_10;
  
  *(undefined4 *)(param_1 + 0x144) = 0x3f800000;
  *(undefined8 *)(param_1 + 0x120) = 0;
  *(undefined8 *)(param_1 + 0x128) = 0;
  *(undefined8 *)(param_1 + 0x130) = 0;
  *(undefined8 *)(param_1 + 0x138) = 0;
  FUN_7ff618f03900();
  aiStack_18[0] = *param_2;
  if (aiStack_18[0] != 0) {
    uStack_10 = *(undefined8 *)(param_2 + 2);
    lVar2 = FUN_7ff618516340(aiStack_18,*(undefined4 *)PTR_DAT_7ff61a1033e0);
    if (lVar2 != 0) {
      *(float *)(param_1 + 0x144) = *(float *)(lVar2 + 0x10) * *(float *)(param_1 + 0x144);
      if (*(char *)(param_1 + 0x158) == '\0') {
        *(undefined1 *)(param_1 + 0x158) = *(undefined1 *)(lVar2 + 0x14);
      }
      lVar2 = lVar2 + 0x20;
      cVar1 = FUN_7ff618f051c0(lVar2);
      if (cVar1 != '\0') {
        cVar1 = FUN_7ff618f05100(lVar2);
        if (cVar1 != '\0') {
          FUN_7ff618c39650(param_1,lVar2);
        }
      }
    }
  }
  return 1;
}


============================================================
FUNCTION FUN_7ff618d610c0@7ff618d610c0 size=895

/* WARNING: Function: __security_check_cookie replaced with injection: security_check_cookie */
/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */

undefined8 FUN_7ff618d610c0(longlong param_1,float *param_2,undefined4 *param_3)

{
  uint uVar1;
  uint uVar2;
  uint uVar3;
  uint uVar4;
  uint uVar5;
  char cVar6;
  longlong lVar7;
  undefined8 uVar8;
  longlong lVar9;
  longlong lVar10;
  float fVar11;
  float fVar12;
  float fVar13;
  undefined1 auVar14 [16];
  undefined1 auVar15 [16];
  float fVar16;
  uint uVar17;
  uint uVar19;
  uint uVar20;
  undefined1 in_XMM4 [16];
  undefined1 auVar18 [16];
  uint uVar21;
  float fVar22;
